GC-code;Cache name;Type;Size;Difficulty;Terrain;Latitude;Longitude;Elevation (m);Last publish date;Region;County;Archived;Locked;Disabled;Premium;Finds;FP;FP%;FPW;Placed by;Owner;Found
GC99D18;Dvoranský Kruh;Traditional Cache;Small;2.0;2.0;N 48° 33.372;E 018° 05.158;210;2021-04-15;Nitriansky kraj;Topoľčany;0;0;0;0;39;1;5.8824;1.046013;Pechač;Pechač;
GC99E0V;Bonus 06;Unknown Cache;Small;2.0;3.0;N 48° 14.237;E 018° 38.706;216;2021-11-13;Nitriansky kraj;Levice;0;0;0;0;55;2;4.3478;1.200519;anaconda.marian;anaconda.marian;
GC99EGF;Cesta I. triedy 9 - DriveInn nad Prievidzou;Traditional Cache;Regular;1.5;1.5;N 48° 46.493;E 018° 40.053;375;2021-05-30;Trenčiansky kraj;Prievidza;0;0;0;1;93;0;0.0;0.0;Turrican_;Turrican_;
GC99FE2;8FWWW59M+M2;Unknown Cache;Small;2.0;2.5;N 48° 56.331;E 018° 09.926;254;2021-04-27;Trenčiansky kraj;Ilava;0;0;0;0;23;0;0.0;0.0;geoPetros;geoPetros;
GC99FWJ;Chtelnicka prekazka;Traditional Cache;Small;1.5;1.5;N 48° 33.540;E 017° 38.057;195;2021-04-17;Trnavský kraj;Piešťany;0;0;0;0;90;1;2.1277;0.376567;TTturista;TTturista;
GC99H3N;Neviditeľná;Unknown Cache;Small;1.5;1.5;N 48° 58.313;E 018° 08.890;221;2021-04-20;Trenčiansky kraj;Ilava;0;0;0;0;60;1;2.381;0.42153;geoPetros;geoPetros;
GC99H3R;Taká sa mi páči;Unknown Cache;Small;2.0;1.5;N 49° 00.267;E 018° 13.581;235;2021-04-25;Trenčiansky kraj;Ilava;0;0;0;0;58;1;2.381;0.42153;geoPetros;geoPetros;
GC99JB3;motocyklová dráha - biskupický kanál;Traditional Cache;Micro;4.5;1.5;N 48° 53.016;E 018° 00.617;208;2021-04-19;Trenčiansky kraj;Trenčín;0;0;0;0;96;10;16.9492;9.475738;PanJurko;PanJurko;
GC99MGN;Fóbická;Multi-cache;Other;2.5;3.0;N 48° 22.893;E 018° 42.933;619;2021-04-24;Nitriansky kraj;Levice;0;0;0;0;16;5;38.4615;17.709447;momom.;momom.;
GC99Y88;MRaK 1;Traditional Cache;Micro;2.0;4.5;N 48° 17.514;E 017° 45.133;128;2021-04-29;Trnavský kraj;Galanta;0;0;0;1;26;7;31.8182;16.360387;Yulko;Yulko;
GC99Y8D;MRaK 2;Traditional Cache;Micro;2.0;4.5;N 48° 17.617;E 017° 45.086;131;2021-04-29;Trnavský kraj;Galanta;0;0;0;1;33;5;17.8571;7.878386;Yulko;Yulko;
GC99Y8H;MRaK 3 (biltema);Traditional Cache;Micro;4.5;2.0;N 48° 17.710;E 017° 45.085;134;2021-04-29;Trnavský kraj;Galanta;0;0;0;1;33;5;17.8571;7.878386;Yulko;Yulko;
GC99Y8K;MRaK 4 (biltema);Traditional Cache;Micro;4.5;2.0;N 48° 17.816;E 017° 44.978;128;2021-04-29;Trnavský kraj;Galanta;0;0;0;1;41;4;11.4286;4.535106;Yulko;Yulko;
GC99Y8Q;MRaK 5;Traditional Cache;Micro;2.0;4.5;N 48° 17.914;E 017° 44.810;130;2021-04-29;Trnavský kraj;Galanta;0;0;0;1;40;4;11.7647;4.671371;Yulko;Yulko;
GC99YA5;Maximálna drzosť! #15 - Opustená lávka;Traditional Cache;Other;4.5;4.5;N 48° 46.176;E 018° 36.960;268;2021-04-29;Trenčiansky kraj;Prievidza;0;0;0;0;36;4;13.3333;5.309569;Turrican_;Turrican_;
GC9A015;Prechádzka po Kvetku;Multi-cache;Small;2.5;3.0;N 48° 03.371;E 017° 20.288;126;2021-04-26;Trnavský kraj;Dunajská Streda;0;0;0;0;37;3;10.7143;3.711769;MiroSvr;MiroSvr;
GC9A2W0;Čiernokľačianske vinice;Multi-cache;Small;3.0;2.0;N 48° 21.124;E 018° 24.045;238;2021-04-25;Nitriansky kraj;Zlaté Moravce;0;0;0;0;23;7;41.1765;21.610786;djjanko;djjanko;
GC9A8DH;Pranier / Pillory;Multi-cache;Other;2.5;1.0;N 48° 26.817;E 017° 45.967;147;2021-05-03;Trnavský kraj;Hlohovec;0;0;0;0;93;5;7.2464;3.134731;ppaLupo;ppaLupo;
GC9AA1P;VaV - Biele hliny;Traditional Cache;Micro;2.0;4.5;N 48° 49.710;E 018° 02.790;323;2021-06-26;Trenčiansky kraj;Trenčín;0;0;0;0;28;2;10.0;2.786589;witchhammer;witchhammer;
GC9AA1T;VaV - Patlíková;Traditional Cache;Micro;1.5;2.5;N 48° 49.254;E 018° 01.924;372;2021-05-30;Trenčiansky kraj;Trenčín;0;0;0;0;31;0;0.0;0.0;witchhammer;witchhammer;
GC9AAF8;Zvonica v Dobrej;Traditional Cache;Small;2.0;2.0;N 48° 55.451;E 018° 06.453;231;2021-04-28;Trenčiansky kraj;Trenčín;0;0;0;1;112;0;0.0;0.0;geoPetros;geoPetros;
GC9ABEA;Bikemania;Unknown Cache;Small;1.5;2.0;N 48° 58.345;E 018° 06.581;230;2021-04-29;Trenčiansky kraj;Trenčín;0;0;0;0;72;1;2.0;0.353917;geoPetros;geoPetros;
GC9ABHQ;Na trenčianskom moste;Unknown Cache;Micro;3.5;1.5;N 48° 53.649;E 018° 01.923;207;2021-05-07;Trenčiansky kraj;Trenčín;0;0;0;0;42;11;40.7407;24.514513;witchhammer;witchhammer;
GC9ACVC;Maximálna drzosť! #16 - Obnovená lávka;Traditional Cache;Other;5.0;4.0;N 48° 46.150;E 018° 36.240;261;2021-09-07;Trenčiansky kraj;Prievidza;0;0;0;0;2;1;100.0;20.654329;Turrican_;Turrican_;
GC9ACYQ;Procházka po písku...v lese #03;Traditional Cache;Micro;3.0;2.0;N 48° 39.369;E 017° 17.559;195;2021-05-23;Trnavský kraj;Senica;0;0;0;0;101;1;1.2346;0.218259;Trifonche;Trifonche;
GC9ACZK;Procházka po písku...v lese #04;Traditional Cache;Micro;1.5;2.0;N 48° 38.978;E 017° 17.409;196;2021-05-23;Trnavský kraj;Senica;0;0;0;0;111;1;1.3514;0.23894;Trifonche;Trifonche;
GC9ADVE;Jaskyňa Vahanka;Traditional Cache;Small;2.0;4.0;N 48° 46.612;E 018° 27.523;708;2021-05-01;Trenčiansky kraj;Prievidza;0;0;0;0;8;1;16.6667;3.005259;Turrican_ & PauliRa;Turrican_;
GC9AEY0;Studnička pod Predným Rokošom;Traditional Cache;Small;1.5;2.5;N 48° 46.691;E 018° 28.132;475;2021-05-01;Trenčiansky kraj;Prievidza;0;0;0;0;11;2;25.0;7.147769;Turrican_ & PauliRa;Turrican_;
GC9AF2Y;Duby;Traditional Cache;Small;1.5;4.5;N 48° 01.614;E 018° 05.248;113;2021-05-02;Nitriansky kraj;Nové Zámky;0;0;0;0;21;2;13.3333;3.736047;Holbo80;Holbo80;
GC9AFEN;Procházka po písku...v lese #05;Traditional Cache;Small;1.5;1.5;N 48° 38.825;E 017° 17.338;212;2021-05-23;Trnavský kraj;Senica;0;0;0;0;111;2;2.7397;0.75456;Trifonche;Trifonche;
GC9AFV6;Bombardovanie NZ / Bombing Nove Zamky #7 (biltema);Traditional Cache;Micro;4.0;2.0;N 47° 59.829;E 018° 11.201;115;2021-05-06;Nitriansky kraj;Nové Zámky;0;0;0;1;66;40;64.5161;52.0809;gangstri;gangstri;
GC9AG5Z;019 - Listing - najcastejsie chyby 1;Unknown Cache;Micro;1.5;1.5;N 48° 11.449;E 018° 38.449;218;2021-06-08;Nitriansky kraj;Levice;0;0;0;0;74;1;1.6949;0.299816;anaconda.marian;anaconda.marian;
GC9AG90;020 - Listing - najcastejsie chyby 2;Unknown Cache;Micro;1.5;1.5;N 48° 11.329;E 018° 38.413;203;2021-06-08;Nitriansky kraj;Levice;0;0;0;0;71;0;0.0;0.0;anaconda.marian;anaconda.marian;
GC9AGBY;021 - Listing - najcastejsie chyby 3;Unknown Cache;Micro;1.5;1.5;N 48° 11.129;E 018° 38.732;250;2021-06-08;Nitriansky kraj;Levice;0;0;0;0;73;0;0.0;0.0;anaconda.marian;anaconda.marian;
GC9AGEH;022 - Listing - najcastejsie chyby 4;Unknown Cache;Micro;2.0;1.5;N 48° 10.849;E 018° 38.562;242;2021-06-08;Nitriansky kraj;Levice;0;0;0;0;70;0;0.0;0.0;anaconda.marian;anaconda.marian;
GC9AGGH;Bonus 05;Unknown Cache;Small;1.5;1.5;N 48° 10.739;E 018° 38.562;242;2021-06-08;Nitriansky kraj;Levice;0;0;0;0;59;11;22.9167;13.307691;anaconda.marian;anaconda.marian;
GC9AGVN;Panoráma;Traditional Cache;Micro;2.5;1.5;N 48° 50.928;E 017° 16.138;224;2021-05-02;Trnavský kraj;Skalica;0;0;0;0;87;5;8.4746;3.674149;Batosta;Batosta;
GC9AGW4;Za šípkou -1. biltema-;Unknown Cache;Micro;3.5;2.5;N 49° 00.659;E 018° 02.738;581;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;45;0;0.0;0.0;geoPetros;geoPetros;
GC9AGWA;Za šípkou -2. biltema-;Unknown Cache;Micro;3.5;2.5;N 49° 00.821;E 018° 02.738;550;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;49;0;0.0;0.0;geoPetros;geoPetros;
GC9AGWE;Za šípkou -3. biltema-;Unknown Cache;Micro;3.5;2.5;N 49° 00.983;E 018° 02.738;458;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;47;0;0.0;0.0;geoPetros;geoPetros;
GC9AGWN;Za šípkou -4. biltema-;Unknown Cache;Micro;3.5;2.5;N 49° 01.145;E 018° 02.738;407;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;49;0;0.0;0.0;geoPetros;geoPetros;
GC9AGWT;Za šípkou -5. biltema-;Unknown Cache;Micro;3.5;2.5;N 49° 01.306;E 018° 02.738;429;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;48;0;0.0;0.0;geoPetros;geoPetros;
GC9AGWW;Za šípkou -6. biltema-;Unknown Cache;Micro;3.5;2.5;N 49° 01.468;E 018° 02.738;497;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;49;0;0.0;0.0;geoPetros;geoPetros;
GC9AGX8;Za šípkou -8. biltema-;Unknown Cache;Micro;3.5;2.5;N 49° 01.439;E 018° 02.448;525;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;54;0;0.0;0.0;geoPetros;geoPetros;
GC9AGXB;Za šípkou -9. biltema-;Unknown Cache;Micro;3.5;2.5;N 49° 01.535;E 018° 02.883;480;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;54;0;0.0;0.0;geoPetros;geoPetros;
GC9AGXF;Za šípkou -10. biltema-;Unknown Cache;Micro;3.5;2.5;N 49° 01.439;E 018° 03.028;441;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;56;1;2.0408;0.361158;geoPetros;geoPetros;
GC9AGXG;Za šípkou -Bonus-;Unknown Cache;Regular;4.0;2.5;N 49° 01.630;E 018° 02.738;534;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;50;23;53.4884;38.91539;geoPetros;geoPetros;
GC9AH09;Kaplnka pri ceste;Traditional Cache;Other;2.0;2.0;N 48° 22.036;E 018° 22.230;184;2021-06-30;Nitriansky kraj;Zlaté Moravce;0;0;0;1;50;3;7.1429;2.458996;happykiller;happykiller;
GC9AHJ3;Procházka po písku...v lese #06;Traditional Cache;Micro;1.5;2.0;N 48° 38.761;E 017° 17.199;201;2021-05-23;Trnavský kraj;Senica;0;0;0;0;101;3;4.3478;1.489563;Trifonche;Trifonche;
GC9AMRA;Brezianska priehrada 🏞;Multi-cache;Micro;3.0;4.5;N 48° 49.343;E 018° 39.925;312;2021-05-04;Trenčiansky kraj;Prievidza;0;0;0;0;35;1;4.0;0.709605;Turrican_ & Mr_Kr & Pupavko;Turrican_;
GC9AMVD;Čínsky múr;Traditional Cache;Micro;2.0;2.5;N 49° 05.543;E 018° 10.605;449;2021-11-08;Trenčiansky kraj;Ilava;0;0;0;0;60;1;2.5;0.442672;geoPetros;geoPetros;
GC9ANVW;Procházka po písku...v lese #08;Unknown Cache;Small;3.0;4.0;N 48° 38.630;E 017° 17.320;222;2021-05-23;Trnavský kraj;Senica;0;0;0;0;46;3;7.5;2.583556;Trifonche;Trifonche;
GC9ANX6;Procházka po písku...v lese #10;Traditional Cache;Micro;1.5;1.5;N 48° 38.280;E 017° 17.935;228;2021-05-23;Trnavský kraj;Senica;0;0;0;0;89;1;1.5625;0.276347;Trifonche;Trifonche;
GC9AQNG;VaV - Karaština a Slováčka;Traditional Cache;Micro;1.5;3.0;N 48° 50.201;E 018° 04.961;463;2021-05-28;Trenčiansky kraj;Trenčín;0;0;0;0;14;0;0.0;0.0;witchhammer;witchhammer;
GC9AT21;Piešťany;Multi-cache;Micro;4.5;1.5;N 48° 35.222;E 017° 50.520;162;2021-05-07;Trnavský kraj;Piešťany;0;0;0;0;74;9;15.2542;8.238371;Coare;Coare;
GC9ATBZ;Procházka po písku...v lese #11;Traditional Cache;Micro;2.0;2.5;N 48° 38.101;E 017° 17.615;226;2021-05-23;Trnavský kraj;Senica;0;0;0;0;80;1;1.5873;0.280742;Trifonche;Trifonche;
GC9ATCM;Bánov;Traditional Cache;Micro;1.0;1.0;N 48° 46.114;E 017° 41.008;263;2021-05-07;Trenčiansky kraj;Nové Mesto nad Váhom;0;0;0;0;124;0;0.0;0.0;obloženýchlabíček;obloženýchlabíček;
GC9AVH6;Vyfarbi ma naslepo / Color me blind;Unknown Cache;Small;4.0;2.0;N 48° 26.562;E 017° 45.823;143;2021-05-11;Trnavský kraj;Hlohovec;0;0;0;0;69;5;9.434;4.097204;ppaLupo;ppaLupo;
GC9AWK4;May-Time of Love;Unknown Cache;Micro;3.0;1.5;N 48° 51.879;E 018° 01.209;207;2021-05-08;Trenčiansky kraj;Trenčín;0;0;0;0;28;2;10.0;2.786589;romata980067;romata980067;
GC9AXKF;Oldřich Dvořák-rodný dom;Unknown Cache;Small;2.5;3.0;N 48° 53.644;E 018° 02.489;223;2021-05-19;Trenčiansky kraj;Trenčín;0;0;0;0;42;3;9.6774;3.346404;iRmR ` & didius.falco;iRmR;
GC9AXZX;Projektový team Lab bonus;Unknown Cache;Micro;4.5;4.0;N 48° 53.096;E 018° 04.021;265;2021-05-12;Trenčiansky kraj;Trenčín;0;0;0;0;26;8;42.1053;23.14162;iRmR;iRmR;
GC9B1FJ;Najmladší pilot pluku;Multi-cache;Micro;2.0;1.5;N 48° 26.806;E 017° 46.107;145;2021-05-19;Trnavský kraj;Hlohovec;0;0;0;0;88;0;0.0;0.0;ppaLupo;ppaLupo;
GC9B1GQ;Tehelňa v Zet eM;Traditional Cache;Other;2.0;2.0;N 48° 23.512;E 018° 22.734;189;2024-02-26;Nitriansky kraj;Zlaté Moravce;0;0;0;1;4;0;0.0;0.0;happykiller;happykiller;
GC9B1RZ;Novy Majer;Traditional Cache;Small;2.0;2.5;N 48° 02.590;E 017° 44.703;112;2021-05-11;Trnavský kraj;Dunajská Streda;0;0;0;0;21;1;7.1429;1.272189;Moncsiii94;Moncsiii94;
GC9B25X;Procházka po písku...v lese #12;Traditional Cache;Small;1.5;2.5;N 48° 37.958;E 017° 17.027;227;2021-05-23;Trnavský kraj;Senica;0;0;0;0;83;2;3.0303;0.834974;Trifonche;Trifonche;
GC9B276;Procházka po písku...v lese #13;Traditional Cache;Small;2.0;3.0;N 48° 38.063;E 017° 16.693;222;2021-05-23;Trnavský kraj;Senica;0;0;0;0;70;8;14.5455;7.559199;Trifonche;Trifonche;
GC9B28V;Procházka po písku...v lese #14;Traditional Cache;Micro;1.5;2.0;N 48° 37.631;E 017° 16.422;227;2021-05-23;Trnavský kraj;Senica;0;0;0;0;82;2;3.4483;0.950773;Trifonche;Trifonche;
GC9B2BE;Husitská veža;Traditional Cache;Small;1.5;2.5;N 48° 46.678;E 017° 41.978;304;2021-05-11;Trenčiansky kraj;Nové Mesto nad Váhom;0;0;0;0;112;1;1.4925;0.26395;obloženýchlabíček;obloženýchlabíček;
GC9B2DE;Borjús;Traditional Cache;Other;1.5;5.0;N 48° 07.878;E 017° 28.930;116;2021-06-18;Trnavský kraj;Dunajská Streda;0;0;0;1;20;9;56.25;33.178196;SzMiki & csuklin;SzMiki;
GC9B300;Prvá Dolnopialska;Traditional Cache;Small;1.5;1.5;N 48° 07.818;E 018° 27.952;184;2021-05-23;Nitriansky kraj;Levice;0;0;0;0;68;2;5.8824;1.628231;1Luci;1Luci;
GC9B315;Kostol Nanebovstúpenia Pána;Traditional Cache;Micro;1.5;1.5;N 48° 07.886;E 018° 27.696;180;2021-05-23;Nitriansky kraj;Levice;0;0;0;0;64;0;0.0;0.0;1Luci;1Luci;
GC9B3HC;Pikniková;Traditional Cache;Small;1.5;2.5;N 48° 56.066;E 018° 10.945;368;2021-05-13;Trenčiansky kraj;Ilava;0;0;0;0;35;0;0.0;0.0;geoPetros;geoPetros;
GC9B4RY;Procházka po písku...v lese #15;Multi-cache;Regular;1.5;2.5;N 48° 37.675;E 017° 15.433;213;2021-05-23;Trnavský kraj;Senica;0;0;0;0;60;6;11.5385;5.396896;Trifonche;Trifonche;
GC9B7NT;Adventure LAB Národná prírodná rezervácia Kľak;Unknown Cache;Regular;3.0;3.5;N 48° 57.815;E 018° 36.792;799;2021-05-15;Trenčiansky kraj;Prievidza;0;0;0;0;53;10;22.7273;12.841811;Turrican_;Turrican_;
GC9B80Z;Bartfay medzi nami (Bonus LAB);Unknown Cache;Micro;2.0;2.0;N 48° 18.278;E 018° 05.090;142;2021-05-15;Nitriansky kraj;Nitra;0;0;0;0;38;6;18.1818;8.610651;Vyžla_team;Jaksapatrí;
GC9B8X1;Procházka po písku...v lese #16;Traditional Cache;Micro;1.5;1.5;N 48° 38.257;E 017° 15.760;209;2021-05-23;Trnavský kraj;Senica;0;0;0;0;92;2;3.2258;0.889118;Trifonche;Trifonche;
GC9B8Z5;Procházka po písku...v lese #17;Traditional Cache;Small;1.5;2.5;N 48° 38.276;E 017° 16.120;218;2021-05-23;Trnavský kraj;Senica;0;0;0;0;80;4;6.4516;2.537249;Trifonche;Trifonche;
GC9B97Q;Procházka po písku...v lese #18;Traditional Cache;Small;1.5;3.5;N 48° 38.616;E 017° 16.265;211;2021-05-23;Trnavský kraj;Senica;0;0;0;0;78;8;13.7931;7.158402;Trifonche;Trifonche;
GC9BBRY;Udrina;Traditional Cache;Small;2.5;3.5;N 48° 49.188;E 018° 16.479;650;2021-05-31;Trenčiansky kraj;Bánovce nad Bebravou;0;0;0;0;17;3;33.3333;12.05816;dulkyd;dulkyd;
GC9BBTE;Historia jedneho kopceka;Traditional Cache;Regular;2.0;3.0;N 48° 32.959;E 017° 25.844;240;2021-05-19;Trnavský kraj;Trnava;0;0;0;0;43;9;37.5;21.159133;TTturista;TTturista;
GC9BC4P;Súsošia v ZM;Multi-cache;Micro;2.0;1.5;N 48° 22.973;E 018° 23.782;199;2021-05-16;Nitriansky kraj;Zlaté Moravce;0;0;0;0;51;8;20.5128;10.77959;Tadeas1;Tadeas1;
GC9BCNM;Priateľstvá- na rázcestí;Traditional Cache;Small;2.5;2.5;N 48° 35.689;E 017° 05.582;203;2021-05-17;Trnavský kraj;Senica;0;0;0;0;28;1;5.2632;0.935175;Ardnaxelala;Ardnaxelala;
GC9BCZW;Hranica dediny;Traditional Cache;Micro;1.5;1.5;N 49° 02.140;E 018° 30.674;573;2021-05-18;Trenčiansky kraj;Považská Bystrica;0;0;0;0;10;0;0.0;0.0;Vcircle;Vcircle;
GC9BE7M;Kamenný vodopád;Earthcache;Other;2.0;3.0;N 48° 37.037;E 017° 33.244;480;2021-06-07;Trnavský kraj;Trnava;0;0;0;0;18;3;30.0;10.778929;TTturista;TTturista;
GC9BFF1;Via Crucis;Letterbox Hybrid;Small;2.0;2.5;N 49° 05.985;E 018° 17.539;369;2021-05-26;Trenčiansky kraj;Púchov;0;0;0;1;19;0;0.0;0.0;geoPetros;geoPetros;
GC9BHE8;Procházka po písku...v lese #02;Multi-cache;Small;1.0;1.5;N 48° 39.440;E 017° 17.383;195;2021-05-23;Trnavský kraj;Senica;0;0;0;0;82;3;4.3478;1.489563;Trifonche;Trifonche;
GC9BHKG;Skaly pri Gilethovom traile 🗿;Traditional Cache;Small;2.0;3.0;N 48° 47.706;E 018° 34.148;495;2021-05-21;Trenčiansky kraj;Prievidza;0;0;0;0;24;0;0.0;0.0;Turrican_ & PauliRa;Turrican_;
GC9BHMZ;Bouldre nad Bohatkou 🗿;Traditional Cache;Small;2.0;3.5;N 48° 47.816;E 018° 33.783;511;2021-05-22;Trenčiansky kraj;Prievidza;0;0;0;0;26;0;0.0;0.0;Turrican_ & PauliRa;Turrican_;
GC9BHNK;Bouldre pod Predným Štefankovom 🗿;Traditional Cache;Small;2.0;3.5;N 48° 47.482;E 018° 33.662;550;2021-05-23;Trenčiansky kraj;Prievidza;0;0;0;0;32;0;0.0;0.0;Turrican_ & PauliRa;Turrican_;
GC9BJXY;Procházka po písku...v lese #01;Traditional Cache;Regular;2.0;1.5;N 48° 39.261;E 017° 16.735;196;2021-05-23;Trnavský kraj;Senica;0;0;0;0;141;12;14.8148;8.682623;Trifonche;Trifonche;
GC9BK5T;Guess Who?;Unknown Cache;Regular;3.0;4.0;N 48° 53.844;E 017° 59.800;209;2021-05-31;Trenčiansky kraj;Trenčín;0;0;0;0;34;21;72.4138;54.282524;witchhammer MikovciTN;witchhammer;
GC9BKXB;N. s. J. Ⅰ;Traditional Cache;Small;1.0;1.5;N 48° 18.970;E 018° 21.788;186;2021-05-22;Nitriansky kraj;Zlaté Moravce;0;0;0;0;78;0;0.0;0.0;SúZH;SúZH;
GC9BKYG;N. s. J. Ⅱ;Traditional Cache;Small;1.5;1.5;N 48° 18.140;E 018° 23.214;171;2021-05-22;Nitriansky kraj;Zlaté Moravce;0;0;0;0;59;0;0.0;0.0;SúZH;SúZH;
GC9BNKV;Strážca ;Traditional Cache;Micro;1.0;1.5;N 48° 08.313;E 018° 31.378;162;2021-05-22;Nitriansky kraj;Levice;0;0;0;0;83;1;2.439;0.431842;ERyspiritYK;ERyspiritYK;
GC9BPMP;Vichodňare na okraji Krajného - Vápenky;Traditional Cache;Small;2.0;2.5;N 48° 41.496;E 017° 42.825;334;2021-05-24;Trenčiansky kraj;Myjava;0;0;0;1;13;0;0.0;0.0;vogy1;vogy1;
GC9BTY9;Čiernolehotská trojka -1-;Traditional Cache;Small;2.0;2.5;N 48° 52.528;E 018° 20.079;530;2021-05-25;Trenčiansky kraj;Bánovce nad Bebravou;0;0;0;0;31;0;0.0;0.0;geoPetros;geoPetros;
GC9BTYM;Čiernolehotská trojka -2-;Traditional Cache;Small;2.0;3.0;N 48° 52.703;E 018° 19.684;636;2021-05-25;Trenčiansky kraj;Bánovce nad Bebravou;0;0;0;0;29;3;15.7895;5.520371;geoPetros;geoPetros;
GC9BTYR;Čiernolehotská trojka -3-;Multi-cache;Small;2.5;3.0;N 48° 52.626;E 018° 19.672;655;2021-05-25;Trenčiansky kraj;Bánovce nad Bebravou;0;0;0;0;23;0;0.0;0.0;geoPetros;geoPetros;
GC9BTZB;Čiernolehotská trojka -Bonus-;Unknown Cache;Small;2.5;2.5;N 48° 52.327;E 018° 20.237;412;2021-05-25;Trenčiansky kraj;Bánovce nad Bebravou;0;0;0;0;21;3;18.75;6.591479;geoPetros;geoPetros;
GC9BV8V;74.1 na 114;Traditional Cache;Micro;3.5;1.5;N 48° 50.131;E 017° 12.129;164;2021-06-07;Trnavský kraj;Skalica;0;0;0;0;36;5;20.0;8.860454;Batosta;Batosta;
GC9BZ12;Lanovka - Železná pani;Traditional Cache;Small;1.5;3.0;N 48° 19.875;E 018° 05.857;232;2021-06-03;Nitriansky kraj;Nitra;0;0;0;0;135;6;7.5949;3.527157;Eli.Haver;Eli.Haver;
GC9BZ6T;VaV - Prameň pod Čiernachovom;Traditional Cache;Micro;1.5;2.5;N 48° 50.362;E 018° 05.978;561;2021-05-28;Trenčiansky kraj;Trenčín;0;0;0;0;20;0;0.0;0.0;witchhammer;witchhammer;
GC9BZ7C;Netchvilski: Zbierka Úloh (Master) - 1 - Požiar;Wherigo Cache;Small;2.5;2.5;N 48° 21.839;E 018° 05.186;268;2021-07-05;Nitriansky kraj;Nitra;0;0;0;0;97;2;2.2989;0.632695;klipers;klipers;
GC9BZPF;Bol tu kostolík - Hrušové;Traditional Cache;Small;2.0;1.5;N 48° 46.382;E 017° 44.771;273;2021-05-28;Trenčiansky kraj;Nové Mesto nad Váhom;0;0;0;0;60;2;5.4054;1.495066;TTturista;TTturista;
GC9C2AK;Romeo and Juliet;Traditional Cache;Small;2.0;1.5;N 48° 21.959;E 017° 34.055;152;2021-05-31;Trnavský kraj;Trnava;0;0;1;1;82;2;2.8169;0.77591;opted-out user;§OPTOUT:2b774e79186e§;
GC9C3Q3;FTF séria #BONUS;Traditional Cache;Small;1.5;1.5;N 48° 20.689;E 018° 05.639;348;2021-06-01;Nitriansky kraj;Nitra;0;0;0;0;162;4;5.1948;2.038439;aishakeilly;aishakeilly;
GC9C4VB;Netchvilski: Zbierka Úloh (Master) - 2 - Novákovci;Wherigo Cache;Micro;2.5;2.5;N 48° 21.829;E 018° 05.348;275;2021-07-05;Nitriansky kraj;Nitra;0;0;0;0;93;2;2.381;0.655377;klipers;klipers;
GC9C4VE;Netchvilski: Zbierka Úloh (Master) - 3 - Číselná;Wherigo Cache;Micro;3.0;2.5;N 48° 21.829;E 018° 05.510;304;2021-07-05;Nitriansky kraj;Nitra;0;0;0;0;93;2;2.381;0.655377;klipers;klipers;
GC9C4VK;Netchvilski: Zbierka Úloh (Master) - 4 - Šachová;Wherigo Cache;Small;3.5;2.5;N 48° 21.721;E 018° 05.186;285;2021-07-05;Nitriansky kraj;Nitra;0;0;0;0;77;2;2.8571;0.787045;klipers;klipers;
GC9C4VT;Netchvilski: Zbierka Úloh (Master) - 5 - Hudobná;Wherigo Cache;Small;4.5;2.5;N 48° 21.721;E 018° 05.348;327;2021-07-05;Nitriansky kraj;Nitra;0;0;0;0;76;3;4.4776;1.53437;klipers;klipers;
GC9C4VW;Netchvilski: Zbierka Úloh (Master) - 6 - Prístav;Wherigo Cache;Small;3.5;2.5;N 48° 21.721;E 018° 05.510;333;2021-07-05;Nitriansky kraj;Nitra;0;0;0;0;80;2;2.8169;0.77591;klipers;klipers;
GC9C4W1;Netchvilski: Zbierka Úloh (Master) - 7 - Hacker;Wherigo Cache;Micro;4.5;2.5;N 48° 21.613;E 018° 05.186;296;2021-07-05;Nitriansky kraj;Nitra;0;0;0;0;81;2;2.7778;0.765086;klipers;klipers;
GC9C4W2;Netchvilski: Zbierka Úloh (Master) - 8 - Hexová;Wherigo Cache;Small;4.5;3.0;N 48° 21.613;E 018° 05.348;339;2021-07-05;Nitriansky kraj;Nitra;0;0;1;0;76;1;1.4706;0.260062;klipers;klipers;
GC9C4W3;Netchvilski: Zbierka Úloh (Master) - 9 - Bludisko;Wherigo Cache;Micro;5.0;4.0;N 48° 21.613;E 018° 05.510;382;2021-07-05;Nitriansky kraj;Nitra;0;0;0;0;79;11;15.2778;8.750619;klipers;klipers;
GC9C4WA;Netchvilski: Zbierka Úloh (Basic) - 1 - Boyard;Wherigo Cache;Small;2.0;2.5;N 48° 21.829;E 018° 04.538;195;2021-07-05;Nitriansky kraj;Nitra;0;0;0;0;79;2;2.8169;0.77591;aishakeilly;aishakeilly;
